01001=AGAWAM, MA
86514=TEEC NOS POS, AZ
86535=DENNEHOTSO, AZ
86538=MANY FARMS, AZ
86556=TSAILE, AZ
87001=ALGODONES, NM
87002=BOYS RANCH, NM
87004=BERNALILLO, NM
87005=BLUEWATER, NM
87006=BOSQUE, NM
87007=CASA BLANCA, NM
87008=CEDAR CREST, NM
87009=CEDARVALE, NM
87010=CERRILLOS, NM
87013=CUBA, NM
87014=CUBERO, NM
87015=EDGEWOOD, NM
87016=ESTANCIA, NM
87017=GALLINA, NM
87018=COUNSELOR, NM
87020=GRANTS, NM
87023=JARALES, NM
87024=JEMEZ PUEBLO, NM
87025=JEMEZ SPRINGS, NM
87026=CANONCITO, NM
87027=LA JARA, NM
87028=LAJOYA, NM
87029=LINDRITH, NM
87031=LOS LUNAS, NM
87035=MORIARTY, NM
87036=MOUNTAINAIR, NM
87041=COCHITI PUEBLO, NM
87042=PERALTA, NM
87043=PLACITAS, NM
87044=PONDEROSA, NM
87045=PREWITT, NM
87046=REGINA, NM
87047=SANDIA PARK, NM
87048=CORRALES, NM
87050=SAN MATEO, NM
87052=SANTO DOMINGO PU, NM
87053=ZIA PUEBLO, NM
87055=SEBOYETA, NM
87056=STANLEY, NM
87059=TIJERAS, NM
87062=VEGUITA, NM
87063=WILLARD, NM
87068=BOSQUE FARMS, NM
87102=ALBUQUERQUE, NM
87104=ALBUQUERQUE, NM
87105=ALBUQUERQUE, NM
87106=ALBUQUERQUE, NM
87107=ALBUQUERQUE, NM
87108=ALBUQUERQUE, NM
87109=ALBUQUERQUE, NM
87110=ALBUQUERQUE, NM
87111=ALBUQUERQUE, NM
87112=ALBUQUERQUE, NM
87113=ALBUQUERQUE, NM
87114=ALAMEDA, NM
87115=KIRTLAND A F B E, NM
87116=ALBUQUERQUE, NM
87118=ALBUQUERQUE, NM
87120=ALBUQUERQUE, NM
87121=ALBUQUERQUE, NM
87122=ALBUQUERQUE, NM
87123=ALBUQUERQUE, NM
87124=RIO RANCHO, NM
87301=GALLUP, NM
87310=BRIMHALL, NM
87312=CONTINENTAL DIVI, NM
87313=CROWNPOINT, NM
87315=FENCE LAKE, NM
87320=MEXICAN SPRINGS, NM
87321=RAMAH, NM
87323=THOREAU, NM
87324=TOADLENA, NM
87325=TOHATCHI, NM
87327=ZUNI, NM
87328=NAVAJO, NM
87401=FARMINGTON, NM
87402=FARMINGTON, NM
87410=AZTEC, NM
87412=BLANCO, NM
87413=BLOOMFIELD, NM
87415=FLORA VISTA, NM
87416=FRUITLAND, NM
87417=KIRTLAND, NM
87418=LA PLATA, NM
87419=NAVAJO DAM, NM
87420=SHIPROCK, NM
87421=WATERFLOW, NM
87501=POJOAQUE VALLEY, NM
87505=SANTA FE, NM
87510=ABIQUIU, NM
87513=ARROYO HONDO, NM
87514=ARROYO SECO, NM
87520=CHAMA, NM
87521=CHAMISAL, NM
87522=CUNDIYO, NM
87524=COSTILLA, NM
87527=DIXON, NM
87528=DULCE, NM
87530=EL RITO, NM
87531=EMBUDO, NM
87532=ESPANOLA, NM
87535=GLORIETA, NM
87537=HERNANDEZ, NM
87539=LA MADERA, NM
87540=LAMY, NM
87544=LOS ALAMOS, NM
87549=OJO CALIENTE, NM
87552=PECOS, NM
87553=PENASCO, NM
87556=QUESTA, NM
87557=RANCHOS DE TAOS, NM
87560=RIBERA, NM
87563=RUTHERON, NM
87564=SAN CRISTOBAL, NM
87565=SAN JOSE, NM
87566=SAN JUAN PUEBLO, NM
87567=SANTA CRUZ, NM
87571=TAOS, NM
87573=TERERRO, NM
87575=TIERRA AMARILLA, NM
87579=VADITO, NM
87580=VALDEZ, NM
87581=VALLECITOS, NM
87701=LAS VEGAS, NM
87711=ANTON CHICO, NM
87713=CHACON, NM
87714=CIMARRON, NM
87715=CLEVELAND, NM
87718=EAGLE NEST, NM
87722=GUADALUPITA, NM
87724=LA LOMA, NM
87725=LEDOUX, NM
87728=MAXWELL, NM
87729=MIAMI, NM
87730=MILLS, NM
87731=MONTEZUMA, NM
87732=MORA, NM
87733=ALBERT, NM
87734=OCATE, NM
87740=RATON, NM
87742=ROCIADA, NM
87743=ROY, NM
87745=SAPELLO, NM
87746=SOLANO, NM
87747=SPRINGER, NM
87750=VALMORA, NM
87752=WAGON MOUND, NM
87801=SOCORRO, NM
87815=BINGHAM, NM
87820=ARAGON, NM
87821=DATIL, NM
87823=LEMITAR, NM
87825=ALAMO, NM
87827=PIE TOWN, NM
87828=POLVADERA, NM
87829=QUEMADO, NM
87830=RESERVE, NM
87831=SAN ACACIA, NM
87901=TRUTH OR CONSEQU, NM
87930=ARREY, NM
87931=CABALLO, NM
87932=CUCHILLO, NM
87933=DERRY, NM
87936=GARFIELD, NM
87937=HATCH, NM
87940=RINCON, NM
87941=SALEM, NM
87942=WILLIAMSBURG, NM
87943=WINSTON, NM
88001=LAS CRUCES, NM
88002=WHITE SANDS MISS, NM
88005=LAS CRUCES, NM
88020=ANIMAS, NM
88021=CHAPARRAL, NM
88023=VANADIUM, NM
88025=BUCKHORN, NM
88026=CENTRAL, NM
88030=DEMING, NM
88039=GLENWOOD, NM
88041=SAN LORENZO, NM
88042=HILLSBORO, NM
88043=HURLEY, NM
88044=LA MESA, NM
88045=ROAD FORKS, NM
88047=MESILLA PARK, NM
88048=MESQUITE, NM
88049=MIMBRES, NM
88061=SILVER CITY, NM
88101=CLOVIS, NM
88112=BROADVIEW, NM
88113=CAUSEY, NM
88114=CROSSROADS, NM
88116=ELIDA, NM
88118=FLOYD, NM
88119=FORT SUMNER, NM
88120=GRADY, NM
88121=HOUSE, NM
88123=LINGO, NM
88124=MELROSE, NM
88125=MILNESAND, NM
88126=PEP, NM
88130=PORTALES, NM
88132=ROGERS, NM
88133=SAINT VRAIN, NM
88134=TAIBAN, NM
88135=TEXICO, NM
88136=YESO, NM
88201=ROSWELL, NM
88210=ARTESIA, NM
88213=CAPROCK, NM
88220=CARLSBAD, NM
88230=DEXTER, NM
88231=EUNICE, NM
88232=HAGERMAN, NM
88240=HOBBS, NM
88250=HOPE, NM
88252=JAL, NM
88253=LAKE ARTHUR, NM
88256=LOVING, NM
88260=LOVINGTON, NM
88264=MALJAMAR, NM
88265=MONUMENT, NM
88266=OIL CENTER, NM
88267=TATUM, NM
88301=CARRIZOZO, NM
88310=ALAMOGORDO, NM
88314=BENT, NM
88316=CAPITAN, NM
88317=CLOUDCROFT, NM
88318=CORONA, NM
88321=ENCINO, NM
88324=GLENCOE, NM
88330=HOLLOMAN AIR FOR, NM
88336=HONDO, NM
88337=LA LUZ, NM
88338=LINCOLN, NM
88339=MAYHILL, NM
88340=MESCALERO, NM
88341=NOGAL, NM
88343=PICACHO, NM
88344=PINON, NM
88345=RUIDOSO, NM
88346=RUIDOSO DOWNS, NM
88347=SACRAMENTO, NM
88348=SAN PATRICIO, NM
88351=TINNIE, NM
88352=TULAROSA, NM
88353=VAUGHN, NM
88354=WEED, NM
88401=TUCUMCARI, NM
88410=AMISTAD, NM
88411=BARD, NM
88412=BUEYEROS, NM
88414=CAPULIN, NM
88415=CLAYTON, NM
88416=CONCHAS DAM, NM
88417=CUERVO, NM
88418=DES MOINES, NM
88419=FOLSOM, NM
88421=GARITA, NM
88422=GLADSTONE, NM
88424=GRENVILLE, NM
88426=LOGAN, NM
88427=MC ALISTER, NM
88429=MOUNT DORA, NM
88430=NARA VISA, NM
88431=NEWKIRK, NM
88432=PUERTO DE LUNA, NM
88433=QUAY, NM
88434=SAN JON, NM
88435=PASTURA, NM
88436=SEDAN, NM
88437=SENECA, NM
88438=STEAD, NM
88439=TREMENTINA, NM
88441=BELL RANCH, NM
89001=ALAMO, NV
89005=BOULDER CITY, NV
89008=CALIENTE, NV
89013=GOLDFIELD, NV
89014=HENDERSON, NV
89015=HENDERSON, NV
89017=HIKO, NV
89018=INDIAN SPRINGS, NV
89019=GOODSPRINGS, NV
89020=AMARGOSA VALLEY, NV
89029=LAUGHLIN, NV
89030=NORTH LAS VEGAS, NV
89031=NORTH LAS VEGAS, NV
89040=OVERTON, NV
89041=PAHRUMP, NV
89043=PIOCHE, NV
89045=ROUND MOUNTAIN, NV
89046=COTTONWOOD COVE, NV
89047=SILVERPEAK, NV
89049=TONOPAH, NV
89101=LAS VEGAS, NV
89102=LAS VEGAS, NV
89103=LAS VEGAS, NV
89104=LAS VEGAS, NV
89106=LAS VEGAS, NV
89107=LAS VEGAS, NV
89108=LAS VEGAS, NV
89109=LAS VEGAS, NV
89110=LAS VEGAS, NV
89113=LAS VEGAS, NV
89115=LAS VEGAS, NV
89117=LAS VEGAS, NV
89118=LAS VEGAS, NV
89119=LAS VEGAS, NV
89120=LAS VEGAS, NV
89121=LAS VEGAS, NV
89122=LAS VEGAS, NV
89123=LAS VEGAS, NV
89124=LAS VEGAS, NV
89128=LAS VEGAS, NV
89129=LAS VEGAS, NV
89130=LAS VEGAS, NV
89131=LAS VEGAS, NV
89134=LAS VEGAS, NV
89301=ELY, NV
89310=AUSTIN, NV
89311=BAKER, NV
89316=EUREKA, NV
89317=LUND, NV
89403=DAYTON, NV
89404=DENIO, NV
89405=EMPIRE, NV
89406=FALLON, NV
89408=FERNLEY, NV
89409=GABBS, NV
89410=GARDNERVILLE, NV
89412=GERLACH, NV
89413=GLENBROOK, NV
89414=GOLCONDA, NV
89415=HAWTHORNE, NV
89418=UNIONVILLE, NV
89419=LOVELOCK, NV
89420=LUNING, NV
89423=MINDEN, NV
89424=NIXON, NV
89425=OROVADA, NV
89426=PARADISE VALLEY, NV
89427=SCHURZ, NV
89429=SILVER SPRINGS, NV
89430=SMITH, NV
89431=SPARKS, NV
89433=SUN VALLEY, NV
89434=SPARKS, NV
89436=SPARKS, NV
89440=VIRGINIA CITY, NV
89442=WADSWORTH, NV
89444=WELLINGTON, NV
89445=WINNEMUCCA, NV
89447=YERINGTON, NV
89451=INCLINE VILLAGE, NV
89501=RENO, NV
89502=RENO, NV
89503=RENO, NV
89506=RENO, NV
89509=RENO, NV
89510=RENO, NV
89511=RENO, NV
89512=RENO, NV
89523=RENO, NV
89701=CARSON CITY, NV
89703=CARSON CITY, NV
89704=CARSON CITY, NV
89705=CARSON CITY, NV
89706=MOUNDHOUSE, NV
89801=JIGGS, NV
89820=BATTLE MOUNTAIN, NV
89821=BEOWAWE, NV
89822=CARLIN, NV
89823=DEETH, NV
89825=JACKPOT, NV
89831=MOUNTAIN CITY, NV
89833=RUBY VALLEY, NV
89834=TUSCARORA, NV
89835=OASIS, NV
90001=LOS ANGELES, CA
90002=LOS ANGELES, CA
90003=LOS ANGELES, CA
90004=LOS ANGELES, CA
90005=LOS ANGELES, CA
90006=LOS ANGELES, CA
90007=LOS ANGELES, CA
90008=LOS ANGELES, CA
90010=LOS ANGELES, CA
90011=LOS ANGELES, CA
90012=LOS ANGELES, CA
90013=LOS ANGELES, CA
90014=LOS ANGELES, CA
90015=LOS ANGELES, CA
90016=LOS ANGELES, CA
90017=LOS ANGELES, CA
90018=LOS ANGELES, CA
90019=LOS ANGELES, CA
90020=LOS ANGELES, CA
90021=LOS ANGELES, CA
90022=EAST LOS ANGELES, CA
90023=LOS ANGELES, CA
90024=LOS ANGELES, CA
90025=LOS ANGELES, CA
90026=LOS ANGELES, CA
90027=LOS ANGELES, CA
90028=LOS ANGELES, CA
90029=LOS ANGELES, CA
90031=LOS ANGELES, CA
90032=LOS ANGELES, CA
90033=LOS ANGELES, CA
90034=LOS ANGELES, CA
90035=LOS ANGELES, CA
90036=LOS ANGELES, CA
90037=LOS ANGELES, CA
90038=LOS ANGELES, CA
90039=LOS ANGELES, CA
90040=CITY OF COMMERCE, CA
90041=LOS ANGELES, CA
90042=LOS ANGELES, CA
90043=LOS ANGELES, CA
90044=LOS ANGELES, CA
90045=LOS ANGELES, CA
90046=COLE, CA
90047=LOS ANGELES, CA
90048=LOS ANGELES, CA
90049=LOS ANGELES, CA
90056=LOS ANGELES, CA
90057=LOS ANGELES, CA
90058=VERNON, CA
90059=LOS ANGELES, CA
90061=LOS ANGELES, CA
90062=LOS ANGELES, CA
90063=HAZARD, CA
90064=LOS ANGELES, CA
90065=LOS ANGELES, CA
90066=LOS ANGELES, CA
90067=LOS ANGELES, CA
90068=LOS ANGELES, CA
90069=WEST HOLLYWOOD, CA
90071=LOS ANGELES, CA
90077=LOS ANGELES, CA
90201=BELL GARDENS, CA
90210=BEVERLY HILLS, CA
90211=BEVERLY HILLS, CA
90212=BEVERLY HILLS, CA
90220=RANCHO DOMINGUEZ, CA
90221=EAST RANCHO DOMI, CA
90222=ROSEWOOD, CA
90230=CULVER CITY, CA
90232=CULVER CITY, CA
90240=DOWNEY, CA
90241=DOWNEY, CA
90242=DOWNEY, CA
90245=EL SEGUNDO, CA
90247=GARDENA, CA
90248=GARDENA, CA
90249=GARDENA, CA
90250=HOLLY PARK, CA
90254=HERMOSA BEACH, CA
90255=HUNTINGTON PARK, CA
90260=LAWNDALE, CA
90262=LYNWOOD, CA
90265=MALIBU, CA
90266=MANHATTAN BEACH, CA
90270=MAYWOOD, CA
90272=PACIFIC PALISADE, CA
90274=PALOS VERDES EST, CA
90277=REDONDO BEACH, CA
90278=REDONDO BEACH, CA
90280=SOUTH GATE, CA
90290=TOPANGA, CA
90291=VENICE, CA
90292=MARINA DEL REY, CA
90293=PLAYA DEL REY, CA
90301=INGLEWOOD, CA
90302=INGLEWOOD, CA
90303=INGLEWOOD, CA
90304=LENNOX, CA
90305=INGLEWOOD, CA
90401=SANTA MONICA, CA
90402=SANTA MONICA, CA
90403=SANTA MONICA, CA
90404=SANTA MONICA, CA
90405=SANTA MONICA, CA
90501=TORRANCE, CA
90502=TORRANCE, CA
90503=TORRANCE, CA
90504=TORRANCE, CA
90505=TORRANCE, CA
90506=TORRANCE, CA
90601=WHITTIER, CA
90602=WHITTIER, CA
90603=WHITTIER, CA
90604=WHITTIER, CA
90605=WHITTIER, CA
90606=LOS NIETOS, CA
90620=BUENA PARK, CA
90621=BUENA PARK, CA
90623=CERRITOS, CA
90630=CYPRESS, CA
90631=LA HABRA HEIGHTS, CA
90638=LA MIRADA, CA
90640=MONTEBELLO, CA
90650=NORWALK, CA
90660=PICO RIVERA, CA
90670=SANTA FE SPRINGS, CA
90680=STANTON, CA
90701=CERRITOS, CA
90704=AVALON, CA
90706=BELLFLOWER, CA
90710=HARBOR CITY, CA
90712=LAKEWOOD, CA
90713=LAKEWOOD, CA
90715=LAKEWOOD, CA
90716=HAWAIIAN GARDENS, CA
90717=RANCHO PALOS VER, CA
90720=ROSSMOOR, CA
90723=PARAMOUNT, CA
90731=SAN PEDRO, CA
90732=RANCHO PALOS VER, CA
90740=SEAL BEACH, CA
90744=WILMINGTON, CA
90745=CARSON, CA
90746=CARSON, CA
90802=LONG BEACH, CA
90803=LONG BEACH, CA
90804=SIGNAL HILL, CA
90805=LONG BEACH, CA
90806=SIGNAL HILL, CA
90807=SIGNAL HILL, CA
90808=LONG BEACH, CA
90810=CARSON, CA
90813=LONG BEACH, CA
90814=LONG BEACH, CA
90815=LONG BEACH, CA
90822=LONG BEACH, CA
91001=ALTADENA, CA
91006=ARCADIA, CA
91007=ARCADIA, CA
91010=BRADBURY, CA
91011=FLINTRIDGE, CA
91016=MONROVIA, CA
91020=MONTROSE, CA
91024=SIERRA MADRE, CA
91030=SOUTH PASADENA, CA
91040=SHADOW HILLS, CA
91042=TUJUNGA, CA
91101=PASADENA, CA
91103=PASADENA, CA
91104=PASADENA, CA
91105=PASADENA, CA
91106=PASADENA, CA
91107=PASADENA, CA
91108=SAN MARINO, CA
91201=GLENDALE, CA
91202=GLENDALE, CA
91203=GLENDALE, CA
91204=GLENDALE, CA
91205=GLENDALE, CA
91206=GLENDALE, CA
91207=GLENDALE, CA
91208=GLENDALE, CA
91214=LA CRESCENTA, CA
91301=OAK PARK, CA
91302=CALABASAS, CA
91303=CANOGA PARK, CA
91304=CANOGA PARK, CA
91306=WINNETKA, CA
91307=WEST HILLS, CA
91311=CHATSWORTH, CA
91316=ENCINO, CA
91320=NEWBURY PARK, CA
91321=NEWHALL, CA
91324=NORTHRIDGE, CA
91325=NORTHRIDGE, CA
91326=PORTER RANCH, CA
91330=CALIFORNIA STATE, CA
91331=ARLETA, CA
91335=RESEDA, CA
91340=SAN FERNANDO, CA
91342=SYLMAR, CA
91343=NORTH HILLS, CA
91344=GRANADA HILLS, CA
91345=MISSION HILLS, CA
91350=AGUA DULCE, CA
91351=CANYON COUNTRY, CA
91352=SUN VALLEY, CA
91354=VALENCIA, CA
91355=VALENCIA, CA
91356=TARZANA, CA
91360=THOUSAND OAKS, CA
91361=WESTLAKE VILLAGE, CA
91362=WESTLAKE VILLAGE, CA
91364=WOODLAND HILLS, CA
91367=WOODLAND HILLS, CA
91381=NEWHALL, CA
91384=CASTAIC, CA
91401=VAN NUYS, CA
91402=PANORAMA CITY, CA
91403=SHERMAN OAKS, CA
91405=VAN NUYS, CA
91406=VAN NUYS, CA
91411=VAN NUYS, CA
91423=SHERMAN OAKS, CA
91436=ENCINO, CA
91501=BURBANK, CA
91502=BURBANK, CA
91504=BURBANK, CA
91505=BURBANK, CA
91506=BURBANK, CA
91601=NORTH HOLLYWOOD, CA
91602=TOLUCA LAKE, CA
91604=STUDIO CITY, CA
91605=NORTH HOLLYWOOD, CA
91606=NORTH HOLLYWOOD, CA
91607=VALLEY VILLAGE, CA
91701=ALTA LOMA, CA
91702=AZUSA, CA
91706=IRWINDALE, CA
91709=CHINO HILLS, CA
91710=CHINO, CA
91711=CLAREMONT, CA
91719=CORONA, CA
91720=CORONA, CA
91722=COVINA, CA
91723=COVINA, CA
91724=COVINA, CA
91730=RANCHO CUCAMONGA, CA
91731=EL MONTE, CA
91732=EL MONTE, CA
91733=SOUTH EL MONTE, CA
91737=ALTA LOMA, CA
91739=ETIWANDA, CA
91740=GLENDORA, CA
91744=INDUSTRY, CA
91745=HACIENDA HEIGHTS, CA
91746=BASSETT, CA
91748=ROWLAND HEIGHTS, CA
91750=LA VERNE, CA
91752=MIRA LOMA, CA
91754=MONTEREY PARK, CA
91759=MT BALDY, CA
91760=NORCO, CA
91761=ONTARIO, CA
91762=ONTARIO, CA
91763=MONTCLAIR, CA
91764=ONTARIO, CA
91765=DIAMOND BAR, CA
91766=PHILLIPS RANCH, CA
91767=POMONA, CA
91768=POMONA, CA
91770=ROSEMEAD, CA
91773=SAN DIMAS, CA
91775=SAN GABRIEL, CA
91776=SAN GABRIEL, CA
91780=TEMPLE CITY, CA
91786=UPLAND, CA
91789=DIAMOND BAR, CA
91790=WEST COVINA, CA
91791=WEST COVINA, CA
91792=WEST COVINA, CA
91801=ALHAMBRA, CA
91803=ALHAMBRA, CA
91901=ALPINE, CA
91902=BONITA, CA
91905=BOULEVARD, CA
91906=CAMPO, CA
91910=CHULA VISTA, CA
91911=CHULA VISTA, CA
91913=CHULA VISTA, CA
91914=CHULA VISTA, CA
91915=CHULA VISTA, CA
91916=DESCANSO, CA
91917=DULZURA, CA
91932=IMPERIAL BEACH, CA
91934=JACUMBA, CA
91935=JAMUL, CA
91941=LA MESA, CA
91942=LA MESA, CA
91945=LEMON GROVE, CA
91950=NATIONAL CITY, CA
91962=PINE VALLEY, CA
91963=POTRERO, CA
91977=SPRING VALLEY, CA
91978=SPRING VALLEY, CA
91980=TECATE, CA
92003=BONSALL, CA
92004=BORREGO SPRINGS, CA
92007=CARDIFF BY THE S, CA
92008=CARLSBAD, CA
92009=CARLSBAD, CA
92014=DEL MAR, CA
92019=EL CAJON, CA
92020=EL CAJON, CA
92021=EL CAJON, CA
92024=ENCINITAS, CA
92025=ESCONDIDO, CA
92026=ESCONDIDO, CA
92027=ESCONDIDO, CA
92028=FALLBROOK, CA
92029=ESCONDIDO, CA
92036=JULIAN, CA
92037=LA JOLLA, CA
92040=LAKESIDE, CA
92054=OCEANSIDE, CA
92055=MARINE CORP BASE, CA
92056=OCEANSIDE, CA
92057=OCEANSIDE, CA
92059=PALA, CA
92061=PAUMA VALLEY, CA
92064=POWAY, CA
92065=RAMONA, CA
92066=RANCHITA, CA
92068=SAN LUIS REY, CA
92069=SAN MARCOS, CA
92070=SANTA YSABEL, CA
92071=SANTEE, CA
92075=SOLANA BEACH, CA
92082=VALLEY CENTER, CA
92083=VISTA, CA
92084=VISTA, CA
92086=WARNER SPRINGS, CA
92101=SAN DIEGO, CA
92102=SAN DIEGO, CA
92103=SAN DIEGO, CA
92104=SAN DIEGO, CA
92105=SAN DIEGO, CA
92106=SAN DIEGO, CA
92107=SAN DIEGO, CA
92108=SAN DIEGO, CA
92109=SAN DIEGO, CA
92110=SAN DIEGO, CA
92111=SAN DIEGO, CA
92113=SAN DIEGO, CA
92114=SAN DIEGO, CA
92115=SAN DIEGO, CA
92116=SAN DIEGO, CA
92117=SAN DIEGO, CA
92118=CORONADO, CA
92119=SAN DIEGO, CA
92120=SAN DIEGO, CA
92121=SAN DIEGO, CA
92122=SAN DIEGO, CA
92123=SAN DIEGO, CA
92124=SAN DIEGO, CA
92126=SAN DIEGO, CA
92127=SAN DIEGO, CA
92128=SAN DIEGO, CA
92129=SAN DIEGO, CA
92130=SAN DIEGO, CA
92131=SAN DIEGO, CA
92135=SAN DIEGO, CA
92136=SAN DIEGO, CA
92139=SAN DIEGO, CA
92145=SAN DIEGO, CA
92154=SAN DIEGO, CA
92155=SAN DIEGO, CA
92173=SAN YSIDRO, CA
92201=CHIRIACO SUMMIT, CA
92210=INDIAN WELLS, CA
92220=BANNING, CA
92223=BEAUMONT, CA
92225=LOST LAKE, CA
92227=BRAWLEY, CA
92230=CABAZON, CA
92231=CALEXICO, CA
92233=CALIPATRIA, CA
92234=CATHEDRAL CITY, CA
92236=COACHELLA, CA
92239=EAGLE MOUNTAIN, CA
92240=DESERT HOT SPRIN, CA
92242=BIG RIVER, CA
92243=EL CENTRO, CA
92249=HEBER, CA
92250=HOLTVILLE, CA
92251=IMPERIAL, CA
92252=JOSHUA TREE, CA
92253=LA QUINTA, CA
92256=MORONGO VALLEY, CA
92257=NILAND, CA
92260=PALM CITY, CA
92262=PALM SPRINGS, CA
92264=PALM SPRINGS, CA
92267=PARKER DAM, CA
92270=RANCHO MIRAGE, CA
92272=BLYTHE, CA
92274=SALTON CITY, CA
92276=THOUSAND PALMS, CA
92277=TWENTYNINE PALMS, CA
92278=TWENTYNINE PALMS, CA
92280=VIDAL, CA
92281=WESTMORLAND, CA
92282=WHITE WATER, CA
92283=FELICITY, CA
92284=YUCCA VALLEY, CA
92301=ADELANTO, CA
92304=AMBOY, CA
92305=ANGELUS OAKS, CA
92307=APPLE VALLEY, CA
92308=APPLE VALLEY, CA
92309=BAKER, CA
92310=FORT IRWIN, CA
92311=BARSTOW, CA
92314=BIG BEAR CITY, CA
92316=BLOOMINGTON, CA
92320=CALIMESA, CA
92324=GRAND TERRACE, CA
92327=DAGGETT, CA
92328=DEATH VALLEY, CA
92332=ESSEX, CA
92335=FONTANA, CA
92336=FONTANA, CA
92338=LUDLOW, CA
92339=FOREST FALLS, CA
92342=HELENDALE, CA
92345=HESPERIA, CA
92346=EAST HIGHLAND, CA
92347=HINKLEY, CA
92351=KELSO, CA
92354=LOMA LINDA, CA
92356=LUCERNE VALLEY, CA
92358=LYTLE CREEK, CA
92359=MENTONE, CA
92363=NEEDLES, CA
92364=NIPTON, CA
92365=NEWBERRY SPRINGS, CA
92368=ORO GRANDE, CA
92371=PHELAN, CA
92372=PINON HILLS, CA
92373=REDLANDS, CA
92374=REDLANDS, CA
92376=RIALTO, CA
92384=SHOSHONE, CA
92389=TECOPA, CA
92392=SPRING VALLEY LA, CA
92394=GEORGE AFB, CA
92397=WRIGHTWOOD, CA
92399=YUCAIPA, CA
92401=SAN BERNARDINO, CA
92404=SAN BERNARDINO, CA
92405=MUSCOY, CA
92407=SAN BERNARDINO, CA
92408=SAN BERNARDINO, CA
92409=SAN BERNARDINO, CA
92410=SAN BERNARDINO, CA
92411=SAN BERNARDINO, CA
92501=RIVERSIDE, CA
92503=RIVERSIDE, CA
92504=RIVERSIDE, CA
92505=RIVERSIDE, CA
92506=RIVERSIDE, CA
92507=RIVERSIDE, CA
92508=RIVERSIDE, CA
92509=RUBIDOUX, CA
92530=LAKE ELSINORE, CA
92532=LAKE ELSINORE, CA
92536=AGUANGA, CA
92539=ANZA, CA
92543=HEMET, CA
92544=HEMET, CA
92545=HEMET, CA
92548=HOMELAND, CA
92549=IDYLLWILD, CA
92553=MORENO VALLEY, CA
92555=MORENO VALLEY, CA
92557=MORENO VALLEY, CA
92561=MOUNTAIN CENTER, CA
92562=MURRIETA, CA
92563=MURRIETA, CA
92567=LAKEVIEW, CA
92570=MEAD VALLEY, CA
92571=PERRIS, CA
92582=SAN JACINTO, CA
92583=GILMAN HOT SPRIN, CA
92584=MENIFEE, CA
92585=ROMOLAND, CA
92586=SUN CITY, CA
92587=CANYON LAKE, CA
92590=TEMECULA, CA
92591=TEMECULA, CA
92592=TEMECULA, CA
92595=WILDOMAR, CA
92596=WINCHESTER, CA
92610=FOOTHILL RANCH, CA
92621=BREA, CA
92624=CAPISTRANO BEACH, CA
92625=CORONA DEL MAR, CA
92626=COSTA MESA, CA
92627=COSTA MESA, CA
92629=MONARCH BAY, CA
92630=LAKE FOREST, CA
92631=FULLERTON, CA
92632=FULLERTON, CA
92633=FULLERTON, CA
92635=FULLERTON, CA
92640=GARDEN GROVE, CA
92641=GARDEN GROVE, CA
92643=GARDEN GROVE, CA
92644=GARDEN GROVE, CA
92645=GARDEN GROVE, CA
92646=HUNTINGTON BEACH, CA
92647=HUNTINGTON BEACH, CA
92648=HUNTINGTON BEACH, CA
92649=HUNTINGTON BEACH, CA
92651=LAGUNA NIGUEL, CA
92653=LAGUNA HILLS, CA
92655=MIDWAY CITY, CA
92656=ALISO VIEJO, CA
92657=NEWPORT BEACH, CA
92660=NEWPORT BEACH, CA
92661=NEWPORT BEACH, CA
92662=NEWPORT BEACH, CA
92663=NEWPORT BEACH, CA
92665=ORANGE, CA
92666=ORANGE, CA
92667=VILLA PARK, CA
92668=ORANGE, CA
92669=ORANGE, CA
92670=PLACENTIA, CA
92672=SAN CLEMENTE, CA
92675=MISSION VIEJO, CA
92677=LAGUNA NIGUEL, CA
92679=COTO DE CAZA, CA
92680=TUSTIN, CA
92683=WESTMINSTER, CA
92686=YORBA LINDA, CA
92687=YORBA LINDA, CA
92688=RANCHO SANTA MAR, CA
92691=MISSION VIEJO, CA
92692=MISSION VIEJO, CA
92701=SANTA ANA, CA
92703=SANTA ANA, CA
92704=SANTA ANA, CA
92705=COWAN HEIGHTS, CA
92706=SANTA ANA, CA
92707=SANTA ANA HEIGHT, CA
92708=FOUNTAIN VALLEY, CA
92709=EL TORO MARINE C, CA
92714=IRVINE, CA
92715=IRVINE, CA
92718=IRVINE, CA
92720=IRVINE, CA
92801=ANAHEIM, CA
92802=ANAHEIM, CA
92804=ANAHEIM, CA
92805=ANAHEIM, CA
92806=ANAHEIM, CA
92807=ANAHEIM, CA
92808=ANAHEIM, CA
93001=SAN BUENAVENTURA, CA
93003=SAN BUENAVENTURA, CA
93004=SAN BUENAVENTURA, CA
93010=CAMARILLO, CA
93012=CAMARILLO, CA
93013=CARPINTERIA, CA
93015=BARDSDALE, CA
93021=MOORPARK, CA
93022=OAK VIEW, CA
93023=OJAI, CA
93030=OXNARD, CA
93033=OXNARD, CA
93035=OXNARD, CA
93041=PORT HUENEME, CA
93042=POINT MUGU NAWC, CA
93043=PORT HUENEME CBC, CA
93060=SANTA PAULA, CA
93063=SANTA SUSANA, CA
93065=SIMI VALLEY, CA
93066=SOMIS, CA
93067=SUMMERLAND, CA
93101=SANTA BARBARA, CA
93103=SANTA BARBARA, CA
93105=SANTA BARBARA, CA
